id,title,level,raw_community,relationship_ids,text_unit_ids
1,Community 1,0,1,"['da1684437ab04f23adac28ff70bd8429' '4517768fc4e24bd2a790be0e08a7856e'
 '545edff337344e518f68d1301d745455' '9376ce8940e647a99e5e087514b88fa4'
 'b38a636e86984600bb4b57c2e2df9747' '4bc7440b8f4b4e4cae65a5c49defa923'
 '5d1b038ce8be4533b54dd79d6496de9b' 'ac6e5a44e0c04a4fa93589376fde4c34'
 '40e4ef7dbc98473ba311bd837859a62a' '222f0ea8a5684123a7045986640ec844'
 '668cf1fdfd644d39acc6350b86117ea2' '478e4c72d8fb46dd8cc9f0691c9878fd'
 '82b0446e7c9d4fc793f7b97f890e9049' '8169efeea3ce473d9fd2f1c688126a1c'
 '469aeef98cd1421fa123277b93d7b83a' '07d8eeb549044ac88d2e788c146a0ef1'
 '47df2815030c4f1c99facd5cf2482526' 'ae521508bdc244f99c4fce4ab5214c79'
 '6315b4bf135c40358823ed7e4e4060e2' '089b9b9841714b8da043777e2cda3767']","['1be1132bc37156f3c13686fb1aba8d65,2a1c4af9f9c41823c64e689c2b4b45e9,38853a19a9f53b37c6dec725d881647b,d32b4992f5d1dcf627250d5809f6d78e,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '2a1c4af9f9c41823c64e689c2b4b45e9,38853a19a9f53b37c6dec725d881647b,bfd1f26b372f645db46a2f726cc2145a,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '1be1132bc37156f3c13686fb1aba8d65,2a1c4af9f9c41823c64e689c2b4b45e9,38853a19a9f53b37c6dec725d881647b'
 'f80de7a23de0088b7dbc1aa1a09e2d6e' '38853a19a9f53b37c6dec725d881647b'
 '1be1132bc37156f3c13686fb1aba8d65' '2a1c4af9f9c41823c64e689c2b4b45e9']"
0,Community 0,0,0,"['c2d48b75af6a4d7989ccf9eceabd934e' '5f1fc373a8f34050a5f7dbd8ac852c1b'
 '0c010fa3aeac4b28b2fbb8c2339c2521' 'c2999bdca08a478b84b10219875b285e'
 '263d07354a1b4336b462024288f9bcd3' 'f9005e5c01b44bb489f7112322fd1162'
 'b38a636e86984600bb4b57c2e2df9747']","['f80de7a23de0088b7dbc1aa1a09e2d6e'
 'd32b4992f5d1dcf627250d5809f6d78e,f80de7a23de0088b7dbc1aa1a09e2d6e']"
3,Community 3,0,3,"['d9ef017549724f4fbc4ff4ba6701dac0' '33b9e826af3f43838c07c847b6349497'
 'dbe9063124d047dc8d6fcaeadcda038f' 'c885166d0c454a748376b56279f96408'
 '586bccefb1e344289c1ee984e165de9c' 'a2201b8753ba4847ab0b22054e27d2c0'
 'b5ecd0553dd742f5813c9b855d548a41' '89b2003e97804961805ea1886d078ebd'
 '6dd7f5f6b4544271a97f6a136f82fc3d' 'eb01db8435554f2cbafe39a50f62f20a'
 '3d175ad1f0014cd4871eff4e86db9f88' 'c8e706fbdc90420d952deed03c4f04b4'
 'cf6115e69d6649cc99ef2bd11854ccfb' '9ed7e3d187b94ab0a90830b17d66615e'
 'b4c7432f712849d7aba9dccbb77471ef' '434e752b992c4e6a812557529315c5b9'
 'df79a27b9a4f42fd839c90bb8a79ad91' '8f140fd7126f47b6b00307b0181509f9'
 '40450f2c91944a81944621b94f190b49' '5b9fa6a959294dc29c8420b2d7d3096f'
 'b84d71ed9c3b45819eb3205fd28e13a0' 'b0b464bc92a541e48547fe9738378dab'
 '44c65dda6fb7472dae36f6eea720ab47' '5d97ff82691c4482973d73d1860e4757'
 '2567445079794d1e84f17abc48776002' '392be891f8b649fabdc20e7bf549f669'
 '0111777c4e9e4260ab2e5ddea7cbcf58' '785f7f32471c439e89601ab81c828d1d'
 '6768339b54084020aec27adcef8994ff' '31499ee6277a4d71b19cb5b6be554c69'
 'd99eabad5dfd47278692569d2a9395b1' 'd53f15cb7f7845de91cc44ad44ff9f6e'
 '23becf8c6fca4f47a53ec4883d4bf63f' 'd0ffa3bcd1234258953ff4956d19f561'
 'ac41b77ba33c4c84877eb425aba03aa1' '5d3184dabfd647a5a7e565f72c60ff24'
 '0ec262c2cfef4dd581f3655e5e496e31' '100c2fccd7f74d9281707082f062ba72'
 '378fc7636eeb4aabbfd40995a6960c64' '80a04aa18cd649d584292f23b10c0727'
 '4e9ca18ccc1d4527a3bc035d07f5e162' '5564257e89f1428486a64fcf52f49490'
 '83c76fbd2a004d90a5b0a6736ffed61d' 'd9779c41e3c74fe0b26e23822a4b995b'
 '9d7a563b3b2d405092c31f1fe08cff77' 'f3d30627e19245649e497ab49bf0fa30'
 'e3f1098c3d984bc7b5f30b9c0101f7a6' '24b4a5f4db67418cbfa08c5316f0ab51'
 'e4b707e3e6964197855b82fc66ef59e7' '66689accdd974295b7eb779e43578748'
 '6b49c78aa1524609ab7aa74aeaa3e01d' '7ff31ce54f424f0bbb297b0b3ba7c757'
 'bac51e00d486420c8e91e824d8e17411' '4adee3aad6524a4aa4c4711c1ee05e64'
 'd034e4fd8ac849278e658daad1a1f033' '091e998370dd42d1b05ab0fcf6595a7e'
 '1e6cabc18fab4c048281fd29d3044438' 'dc08f6d7398b4b798a3bdccf508a2ad4'
 '1c7fd5af8d8041e186eae2431fc627cd' 'b16eda56dcec40f2b3e109fb9246bee3'
 '43c68f9a86654a32a2215e23957ed184' '1ba06fe2e86140a59bbc4f4e969d0f71'
 '36caa0a230c8422c8acb4dc62e35bb32' '09940fed9d154504948bba2df1789a50'
 '4d6608557eed49368a6d09c7c5c664c5' 'eb7c93eeb9dc41aab57d29e97ebb4951'
 '3b6e2ac584b64847b53828c9d779fed3' '3f9a2a2c1c0a424e8b4980ea9d48bdbe'
 'aa2ec452728a4703ae1bdabe85b6c079' '3cf0ab4cf14e47ddabd49d500a3dc488'
 '3076f330d121489aa50964ce54a3b1ac' '711ba818354546cea69f1532b92a2f26'
 '109b8be5a8ee4180a1465cd23f019d7b' 'f84314943bee4c859c9a62f268c9c216'
 '005d2154da754b21adcd90ac921bd5f7' 'ba481175ee1d4329bf07757a30abd3a1'
 '5c4d8a8f9c104176b87d2bfdf04ae0bd' 'e7b103a52e384e3e8bf14105223e7e82'
 '5a781604f1fb4719b730f43f534627f6' '058f66cc356b43cc9433bd3c8d57fa46'
 '3f1042452c254cecaf7189e89162adc8']","['2c2dc4d6383dc21e5c198e42cbb99426,31162003185eeb0ce0f4b4f2031e01c7,49d69adfdaf6f3f17e1e03fc4c6f561f,5c23d6ea344fb1e7d1da42af94e77372,6241708a162f42e9a6df0486b17dfc40,aacc244b408aedd1b59271b08a207bf8,d1ffbd0a1d292732b8530b80890ce309,d32b4992f5d1dcf627250d5809f6d78e,d4e73f42abc059b1a9108741c4d88216,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '5c23d6ea344fb1e7d1da42af94e77372,d4e73f42abc059b1a9108741c4d88216,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '2c2dc4d6383dc21e5c198e42cbb99426,31162003185eeb0ce0f4b4f2031e01c7,49d69adfdaf6f3f17e1e03fc4c6f561f,5c23d6ea344fb1e7d1da42af94e77372,d4e73f42abc059b1a9108741c4d88216,db82f001863c7ecf263a682718181aba,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '5c23d6ea344fb1e7d1da42af94e77372,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '40faadc22320d6ac6e106fb8d904394c'
 '31162003185eeb0ce0f4b4f2031e01c7,40faadc22320d6ac6e106fb8d904394c,5e7ec9ebf31abc571127892d260fbe42'
 '2c2dc4d6383dc21e5c198e42cbb99426,5c23d6ea344fb1e7d1da42af94e77372,82c0a321727c344d224f3b8eecb7414f,c71d3978e7161b729eb972b930f85473,d1ffbd0a1d292732b8530b80890ce309,d4e73f42abc059b1a9108741c4d88216'
 '31162003185eeb0ce0f4b4f2031e01c7,49d69adfdaf6f3f17e1e03fc4c6f561f,5c23d6ea344fb1e7d1da42af94e77372,d1ffbd0a1d292732b8530b80890ce309,d32b4992f5d1dcf627250d5809f6d78e,d4e73f42abc059b1a9108741c4d88216,db82f001863c7ecf263a682718181aba'
 '49d69adfdaf6f3f17e1e03fc4c6f561f'
 '31162003185eeb0ce0f4b4f2031e01c7,db82f001863c7ecf263a682718181aba'
 '6241708a162f42e9a6df0486b17dfc40,d1ffbd0a1d292732b8530b80890ce309'
 '2c2dc4d6383dc21e5c198e42cbb99426' '5c23d6ea344fb1e7d1da42af94e77372'
 'd4e73f42abc059b1a9108741c4d88216' '5e7ec9ebf31abc571127892d260fbe42'
 '31162003185eeb0ce0f4b4f2031e01c7' 'db82f001863c7ecf263a682718181aba']"
9,Community 9,0,9,"['f09f381c319f4251847d1a4bb8cdcac1' 'eec11f567e7f4943b157c3a657eb9a46'
 'efef117839b64ce9adf614a461d41ba6' '2171091ada0942d8ae7944df11659f6e'
 'bcfdc48e5f044e1d84c5d217c1992d4b' 'b232fb0f2ac14790b931d1e7fcddd8ad'
 '42b8584c5a874eb08fbd61f0c18f3ca0' '824d93d9840a4b7c8b1f31bc6816b497'
 'f209a808f1f04a5699601e672f4abd06' 'ccb335166f6c4564ac1c61549d8ded50'
 '4643a7a319674adfb732b6f6122c7c64' '46e8056fb2ec4811ab33cb34a0dc9fb3'
 '8b57a9f43a1942a49b58cf881835f974' 'f78b01b0d93948c283644ec58f7be74a'
 '8dbe8f9867e4448f998416c18923eac4' 'fe8ea8bf1395434393e04e8f7a33025f'
 '7d58b089bfc549e8951e91ad62541119' '1fa6d3118bd846c8837b5fa9fb78f262'
 'c5ddb31e0a9c4b2683e4631283dd505b' 'aefde1f7617f4c0e9aed31db77f6d862'
 '392be891f8b649fabdc20e7bf549f669' 'f7ab348030714072a277682b51f7c588'
 'c8e5d3afdcb54c8589e280f0c4a87417']","['82c0a321727c344d224f3b8eecb7414f,830dc983cda4e0f65be2cd7bda53af2d,aacc244b408aedd1b59271b08a207bf8,c5d03b00e276c74a61703fc395d9986e,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '82c0a321727c344d224f3b8eecb7414f,dc9abd3c09252239677d8ac5dbbc455d,e1c29aeda4d9b63f6e9026ca40c75eef'
 '82c0a321727c344d224f3b8eecb7414f,e1c29aeda4d9b63f6e9026ca40c75eef'
 '82c0a321727c344d224f3b8eecb7414f,aacc244b408aedd1b59271b08a207bf8,c5d03b00e276c74a61703fc395d9986e,e1c29aeda4d9b63f6e9026ca40c75eef'
 '82c0a321727c344d224f3b8eecb7414f' 'aacc244b408aedd1b59271b08a207bf8'
 'aacc244b408aedd1b59271b08a207bf8,e1c29aeda4d9b63f6e9026ca40c75eef']"
7,Community 7,0,7,"['1c16b22e18d3483b8d41b284754274e2' '0080f96708cd4054a5f0986ca86889f4'
 'e683130322ac47708a852a5e51abb7c5' '71a0a8c1beb64da08124205e9a803d98'
 'f84314943bee4c859c9a62f268c9c216' 'ba481175ee1d4329bf07757a30abd3a1'
 '8d8da35190bf43c5878fa38f3eb4f3d2' '2fb7e14a3f124526bd7b24867fc18e81'
 '42be4e140061482ea509dd3e26189480' '4da4ef951ff340f1a3dd679de4be3341'
 '2f05fcce857e4a499ca4e89a3cefbcb3' 'b3aeb7ae009a4f52ae3ae4586e32fe11'
 '089b9b9841714b8da043777e2cda3767' '38f1e44579d0437dac1203c34678d3c3'
 'e19287afe00a431f9a593a4827d1b448' '36be44627ece444284f9e759b8cd25c6'
 'a64b4b17b07a44e4b1ac33580d811936' '423b72bbd56f4caa98f3328202c1c3c9'
 '5c7ef01f46a94641bf1ae5cd25f8a538' 'aefde1f7617f4c0e9aed31db77f6d862'
 'ad52ba79a84748a49067e53b1d5095f9' '289616058bf4495887292003b27ba216'
 '7ffa3a064bce468082739c5a164df5a3' 'ce36d1d637cf4a4e93f5e37ffbc6bd76'
 'eeb9c02c0efa4131b9e95d33c31019fc' '7b2472c5dd9949c58828413387b94659'
 'bdddcb17ba6c408599dd395ce64f960a' 'bc70fee2061541148833d19e86f225b3'
 '0fc15cc3b44c4142a770feb4c037a6f7' 'a24e9df02e1b4b43bf6324b039e28285'
 'ab3a5a6713244fd595a1ace978c3d960' '02a88c0d128e4586b2f1f64329786d3c'
 '1ca41537c47c4752a17a44d1d7086d96' '7e0d14ca308b4796bdc675a64bd3a36e'
 '8323efc8e539419e9ca3c98e758f6609' 'a80c7c98c0b647f8b9f6f8cc09168e44'
 '2d66a15939294d21b83b3e277f0a4e46' '47f6d6573cf34e1096c95e36251dd60c'
 '2fbd74d5ccca4be99c5257b3ac95cfba' 'a2b1621a3e424ae29a6a73f00edbeca3'
 'ec45e1c400654c4f875046926486ded7' '047cd93e9d704c7d8dadb6e79f9458df'
 '5b71ee73a5b6484495b2a0a75219426c' 'e1f524d4b9754ce2b64a0a4c8f73b854'
 'ae1fe1c014c54ec4bcdf10dbdaed5068' '92646910ee624bd7909fac2b5c0232e3'
 '05913bee89a94bca88449249e35ba74d' '57b8930790c34dcba4a32c6be703ed78'
 '838c4498bc3c437f8d65428b580766a2' '1b893f24eb98477aad6ce49c0f26737e'
 '6573bc2af4f94596a3f4452a602d6fc4' '0dddcca0e5df4b16bc03a51a2d2d8e16'
 'df40ad480a3c47299a6c8fad05349304' 'fe98fb197d294b0b837aee8d5a98dfb1'
 'feb9ddd0ac2949178f26a36949aa5422' 'b4e4fa2e3dfc46e68d532d659b18d17d'
 'f58813d090b947a48c1b4614b92c3ec3' '30a251bc3d04430d82b5a1a98c7b8c75'
 '93e1d19f9bfa4c6b8962d56d10ea9483' '8046335ba70b434aa3188392a746fd78'
 '5c02b1ab32064c64a0f8b27b219e358a' 'c5f77ba0c261408780db3d50346f16b7'
 '453ecf5476f64f4a8d5020b95baf1314' '6a1d83c9ce2b483dbd7de5ab3ae2487d'
 '66c3dffb7d7a4fa8bb6b48a22ca917a6' '6f3dd1fd6d7f4df4af0656ed0525c92e'
 '711eb39432794b0a91110358dd536517' '0e00585b08044954a254116665400463'
 'db0147eff2204a20b5e5e6bec7a8bae5' '67bb4f4678284819add02ba04f3b1103'
 '2033ec0487f04240abb3bdbe77b39087' 'f026fab8fec948ae9e7baa2ad715e6ef'
 'd0d7ed36d6f54b5d986dfd854096b728' 'bf6a4c18f44042799eb7456a6b85b54a'
 'fac4a59c2278498d83f9f1b4231ad62e' 'd6d2b5862ddc4c4d87deee3423506817'
 '47d588d26e2b4cccb68fe2af4c147c8f' 'c0f2dc03d8df400db4997c1a0babd6ad'
 '0211d61aae834229a3a1e004ff5cc658' 'ccbbbcc055c34709abcf103208c2c299'
 '989add81cf874018a569239b68d17ff2' 'fd7d94fbab084bc380480abeef6bfade'
 'cfb915c95caf41c6a25e99a9f37f03a2' '8815ed80f9b741dbb458d902024f34a4'
 'dddb831546354e088d29aebd154e3a31' '005d2154da754b21adcd90ac921bd5f7'
 '711ba818354546cea69f1532b92a2f26' '5c4d8a8f9c104176b87d2bfdf04ae0bd'
 '5a781604f1fb4719b730f43f534627f6' 'ecdc1020b10e49ca869d399825e16fa3'
 '0d8fde01d7234726a00d7e73e2e01d66' '9c4bd60958fd4e09a6d5b9e2ab163b5a'
 '39d31f770cf740e78d526a2e1101a1db' '9d282b2250f7408888504f1f93c202a8'
 'c063484895794a0eaae1b0ff070ad4c9' 'e8868920e21b4431aad16e86db977ecb'
 'aea3378bfff842e5b3f4b7a4b55b3879' 'd562223c17d948bf98e34b4d97dde932'
 'cde2d75c51d245879265b79d14b8699b' '44594467054849d4a1fadb46ddd51641'
 '2918130221f94f4387da049b647bfe6a' 'fd139ac75b0e4777ab67b7423eaaa37f'
 'a701c349eb7142d48ba7efad89caf9d2' 'e5d40a1b17f74b1db5d18279caedb04a'
 'de25d06733d04385825ee082792f5e52' '32f6f11a7845416b8c6eb9fb0b382140'
 '91407be8c3e54e23918d3a7183d962db' '3831134696584d83bbf676a6b3bfa8f9'
 '50e512a5dbe941f5af68bfdf74b1c3c0' 'edc717747e904728b57185f5013461f9'
 '8fba1fea719d49d380ac2d9c310d68b3' '532da08f04f645708e747c57e9c4ee05'
 '3cf0ab4cf14e47ddabd49d500a3dc488' 'a39b72f8921f43ef8ef295c7cc8f7294'
 '9f5adbeb6cf04f089abe78d86cfa6aba' 'efb6350e65964659bc20396c0166b296'
 'e095cc36da784300b27c6f8c60a96440' 'c68893ca39d74ba08c6eb138f24441e1'
 '472b23bb92834173b4118d101040c726' '81869985b45a4fefbbbb23ea118a3de4'
 '3f3a2d7aa1294116814f0b4d89baa23d' '3073b33926bd4f33807ffa3befacefaf'
 'bada987ea7da4c939393ee1c3d08ccd4' 'd0a274e7934d446fb91847bb53a961a6'
 '0a799eab61bc4e6b884db6689f9c2c4a' '8c34cd494a63438dac219c1dc0f73100'
 'c6f428af0c5e4f629902fd5455bf19ac' 'd1fd271d16c348019c2fcced762b35a2'
 'ffa128c9c0c84d39bad1bba8cfa4adc5' '058f66cc356b43cc9433bd3c8d57fa46'
 'ff74091eaba246698fcae59c21eec828' 'f6cbbf1b8f4b48a28a16e4dd8976b9bb'
 '757ca40654d5476aa949a26b733be8d4' '539d55e7c42e44b59d98f59fae3e0ee1'
 '086da554db5b4ad5806aedeb0024197c' '216ee8a907a0466a88b27f8ada19ffa0'
 '6fefb317687d4ac98efe39a52f3e190f' '320d9d91238948a8be67972ccceab878'
 '3076f330d121489aa50964ce54a3b1ac' 'c8e5d3afdcb54c8589e280f0c4a87417'
 '109b8be5a8ee4180a1465cd23f019d7b' '49f771e31a0c4b35bc39e389f3623509'
 'aa946d4379694a74ba0da37e69d2810a' '268446fc52a54fd2837f73aeb3e0b74f'
 'f6ddfa8491ff40d2839bb5b2e105df22' 'db1295504da645b69d9786d54f233fed'
 '6ff4ed0dda4f4158af37be99f505565f' '5d398b88ee4242a59c32feb188683ec3'
 '0a784e00c9464bd3aeb830b908f73170' 'b0966a0f455e44229e6c9705d57bfca9'
 '99761e9b89cc4060be3ed6b34532e7ff' '8130a1a82bde46048952cf147690e630'
 '79c99026b7ef4946b9b8e0be841fd4c5' '4d839a10353e4144a26563b0966721d5'
 '521a862bb196488389f17c0b0f4b6f4d' '22ea3328fb6343f4ad2862495ea27640'
 'b5ecd0553dd742f5813c9b855d548a41' 'd9ef017549724f4fbc4ff4ba6701dac0'
 'f09f381c319f4251847d1a4bb8cdcac1' '5c13c7d61e6c4bfe839f21e7ad3530a7'
 'f23484b1b45d44c3b7847e1906dddd37' '52701d941dfb45359693baae8f267056'
 '31499ee6277a4d71b19cb5b6be554c69' 'efce8a9d61254447a26aee99e53f0398'
 '2fb66f9a0de6406d83b61742a3b52cd6' 'c885166d0c454a748376b56279f96408'
 '5ecf534a9ffe46e0b1c2144110c691c0' '586bccefb1e344289c1ee984e165de9c'
 '6a054cb59fb44cf494b93988b5f88833' '7ff31ce54f424f0bbb297b0b3ba7c757']","['049179e7a263fe875bc7d96cb467d2df,a5542daff1f84544382712afa48d5013,c71d3978e7161b729eb972b930f85473,e1c29aeda4d9b63f6e9026ca40c75eef,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '166b41d31c21bdff77c782c019c33814,2c2dc4d6383dc21e5c198e42cbb99426,5c23d6ea344fb1e7d1da42af94e77372,c71d3978e7161b729eb972b930f85473,d1ffbd0a1d292732b8530b80890ce309,e1c29aeda4d9b63f6e9026ca40c75eef,e92f3fa91714308781a63c896cfeb313,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '45b24611b322e5db19f24f40131624e6,c71d3978e7161b729eb972b930f85473,db82f001863c7ecf263a682718181aba,f80de7a23de0088b7dbc1aa1a09e2d6e'
 'a5a36092f82dc70e6af7cc096f793c31,b9bf87a171faa989022625f59a0d6cab,bfd1f26b372f645db46a2f726cc2145a,db82f001863c7ecf263a682718181aba,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '94a3a88e86bbbaa5704fa5cbcc1dd498,f80de7a23de0088b7dbc1aa1a09e2d6e'
 '049179e7a263fe875bc7d96cb467d2df,166b41d31c21bdff77c782c019c33814,2c2dc4d6383dc21e5c198e42cbb99426,30833fc310ef3fbce4288ad1e15e9193,31162003185eeb0ce0f4b4f2031e01c7,38cde9f8e64c2069b4b5b319dbf349e9,40faadc22320d6ac6e106fb8d904394c,4148da19c3e2b758b5e76aaf8a87d55f,41d84d1d139c9c96c200cd2e537dcd0e,45b24611b322e5db19f24f40131624e6,49d69adfdaf6f3f17e1e03fc4c6f561f,5e7ec9ebf31abc571127892d260fbe42,6241708a162f42e9a6df0486b17dfc40,82c0a321727c344d224f3b8eecb7414f,830dc983cda4e0f65be2cd7bda53af2d,83efb547e8ff9bcf56847063451bcf45,94a3a88e86bbbaa5704fa5cbcc1dd498,a50b8481d67f48139b84139edc701a3c,a5542daff1f84544382712afa48d5013,a5a36092f82dc70e6af7cc096f793c31,a83e26f5f58a85755eed5289ff000057,ae4387f9ec8ef5335c4fbf6fd3f7d9b4,b9bf87a171faa989022625f59a0d6cab,bfd1f26b372f645db46a2f726cc2145a,c5d03b00e276c74a61703fc395d9986e,c71d3978e7161b729eb972b930f85473,cfc969724972c8e235a12683cada1e5e,d1ffbd0a1d292732b8530b80890ce309,d32b4992f5d1dcf627250d5809f6d78e,d4e73f42abc059b1a9108741c4d88216,db82f001863c7ecf263a682718181aba,dc9abd3c09252239677d8ac5dbbc455d,e1c29aeda4d9b63f6e9026ca40c75eef,e92f3fa91714308781a63c896cfeb313,f1ddf18dc8103b0c139acec85361f1c5'
 '166b41d31c21bdff77c782c019c33814,38cde9f8e64c2069b4b5b319dbf349e9,6241708a162f42e9a6df0486b17dfc40,830dc983cda4e0f65be2cd7bda53af2d,a5a36092f82dc70e6af7cc096f793c31,a83e26f5f58a85755eed5289ff000057'
 '38cde9f8e64c2069b4b5b319dbf349e9,a5542daff1f84544382712afa48d5013,dc9abd3c09252239677d8ac5dbbc455d'
 '30833fc310ef3fbce4288ad1e15e9193,4148da19c3e2b758b5e76aaf8a87d55f,45b24611b322e5db19f24f40131624e6,94a3a88e86bbbaa5704fa5cbcc1dd498,d32b4992f5d1dcf627250d5809f6d78e,dc9abd3c09252239677d8ac5dbbc455d'
