"source","target","weight","description","text_unit_ids","id","human_readable_id","source_degree","target_degree","rank"
"NEPHEW","PARLIAMENT",3.0,"Scrooge suggests his nephew should join Parliament due to his powerful speaking",['38cde9f8e64c2069b4b5b319dbf349e9'],"fd31d549420744d1bd1a6b1112a9a6ba","248",4,1,5
"GENTLEMAN","MR. SCROOGE",6.0,"Mr. Scrooge interacts with the gentleman and surprises him with his generosity",['aacc244b408aedd1b59271b08a207bf8'],"f7ab348030714072a277682b51f7c588","249",3,5,8
"LORD MAYOR","MANSION HOUSE",6.0,"The Lord Mayor resides in the Mansion House and orders his household to celebrate Christmas in a grand manner.",['f1ddf18dc8103b0c139acec85361f1c5'],"2139b0906dc541e094138a978d070416","250",3,1,4
"LORD MAYOR","LORD MAYOR'S HOUSEHOLD",7.0,"The Lord Mayor orders his household to keep Christmas in a grand manner.",['f1ddf18dc8103b0c139acec85361f1c5'],"ff5466607e5d4453b1d833629292f664","251",3,1,4
"ST. DUNSTAN","EVIL SPIRIT",1.0,"""St. Dunstan is known for his legendary battle with the Evil Spirit, mentioned in the context of the cold weather.""",['f1ddf18dc8103b0c139acec85361f1c5'],"71f95003936e46a98d90757ffd845d40","252",1,1,2
"LONDON","CHURCH",1.0,"The church is an ancient building in London that becomes invisible in the fog and darkness.",['f1ddf18dc8103b0c139acec85361f1c5'],"bada987ea7da4c939393ee1c3d08ccd4","253",3,2,5
"JACOB MARLEY","GHOST",1.0,"Jacob Marley is the ghost that appears to Scrooge",['a83e26f5f58a85755eed5289ff000057'],"d0a274e7934d446fb91847bb53a961a6","254",4,11,15
"JACOB MARLEY","THE GHOST",10.0,"Jacob Marley is the Ghost who is visiting Ebenezer ScroogeJacob Marley is the Ghost who is visiting Scrooge",['b9bf87a171faa989022625f59a0d6cab'],"0a799eab61bc4e6b884db6689f9c2c4a","255",4,4,8
"GHOST","HOLLY",5.0,"The Ghost holds a branch of fresh green holly in its hand",['bfd1f26b372f645db46a2f726cc2145a'],"8c34cd494a63438dac219c1dc0f73100","256",11,2,13
"GHOST","SUMMER FLOWERS",5.0,"The Ghost's dress is trimmed with summer flowers",['bfd1f26b372f645db46a2f726cc2145a'],"c6f428af0c5e4f629902fd5455bf19ac","257",11,1,12
"GHOST","LIGHT",1.0,"A bright clear jet of light springs from the crown of the Ghost's head",['bfd1f26b372f645db46a2f726cc2145a'],"d1fd271d16c348019c2fcced762b35a2","258",11,1,12
"GHOST","MANSION",1.0,"The Ghost guides Scrooge to the mansion",['30833fc310ef3fbce4288ad1e15e9193'],"ffa128c9c0c84d39bad1bba8cfa4adc5","259",11,2,13
"GHOST","FUTURE",1.0,"The Ghost discusses the Future with Scrooge",['d4e73f42abc059b1a9108741c4d88216'],"058f66cc356b43cc9433bd3c8d57fa46","260",11,3,14
"GHOST","CHRISTMAS HOLIDAYS",1.0,"""The Ghost's life is tied to the Christmas holidays, ending at midnight""",['c5d03b00e276c74a61703fc395d9986e'],"ff74091eaba246698fcae59c21eec828","261",11,2,13
"GHOST","IGNORANCE",8.0,"The Ghost shows Scrooge the boy named Ignorance",['45b24611b322e5db19f24f40131624e6'],"f6cbbf1b8f4b48a28a16e4dd8976b9bb","262",11,2,13
"GHOST","WANT",8.0,"The Ghost shows Scrooge the girl named Want",['45b24611b322e5db19f24f40131624e6'],"757ca40654d5476aa949a26b733be8d4","263",11,2,13
"THE GHOST","THE WARD",1.0,"The Ward is mentioned as a figure who would have been justified in indicting the Ghost for a nuisance",['b9bf87a171faa989022625f59a0d6cab'],"539d55e7c42e44b59d98f59fae3e0ee1","264",4,1,5
"PHANTOMS","INFANT",3.0,"A phantom sees an infant but is unable to assist it",['83efb547e8ff9bcf56847063451bcf45'],"3785eeadea9042bfb2e50f16c0397a12","265",3,2,5
"PHANTOMS","WRETCHED WOMAN",3.0,"A phantom sees a wretched woman but is unable to assist her",['83efb547e8ff9bcf56847063451bcf45'],"48cd97f2297143e09d61ff2a8542c0c5","266",3,2,5
"INFANT","WRETCHED WOMAN",1.0,"The wretched woman is with an infant seen by a phantom",['83efb547e8ff9bcf56847063451bcf45'],"ff95eb0d5f7f49b782027d5c7ae3c3fe","267",2,2,4
"BED","DEATH",5.0,"The event of the man's death takes place on the bed",['5e7ec9ebf31abc571127892d260fbe42'],"086da554db5b4ad5806aedeb0024197c","268",5,5,10
"BED","HOUSE",5.0,"The bed is inside the house where the dead man lies",['5e7ec9ebf31abc571127892d260fbe42'],"216ee8a907a0466a88b27f8ada19ffa0","269",5,5,10
"BED","ROOM",1.0,"The bed is inside the room where the dead man lies",['5e7ec9ebf31abc571127892d260fbe42'],"6fefb317687d4ac98efe39a52f3e190f","270",5,5,10
"BED","SPIRIT",6.0,"The Spirit is pointing towards the bed where the dead man lies",['5e7ec9ebf31abc571127892d260fbe42'],"320d9d91238948a8be67972ccceab878","271",5,18,23
"BAKER","HOUSEMAID",6.0,"The baker is the cousin of the housemaid",['913ae1c38936586e72223ab050f55270'],"bdcbcccadd474b3bbe9a8f56c811bab4","272",2,1,3
"COOK","MILKMAN",6.0,"""The cook is accompanied by the milkman, who is her brother's particular friend""",['913ae1c38936586e72223ab050f55270'],"f127fc4d87f94794be89134406ba0694","273",2,2,4
"BOY FROM OVER THE WAY","GIRL FROM NEXT DOOR BUT ONE",1.0,"The boy from over the way tries to hide behind the girl from next door but one",['913ae1c38936586e72223ab050f55270'],"c27966a4e3be434686454204ac7b3ab4","274",2,2,4
"YOUNG GIRL","GOLDEN IDOL",7.0,"""The young girl feels displaced by Scrooge's pursuit of wealth, represented by the golden idol""",['a5542daff1f84544382712afa48d5013'],"dab39f92d0ed468c80699f28c05c45fa","275",2,1,3
"GIRL","MATERN",1.0,"""The matron is the same girl from Scrooge's past, now grown up and a mother""",['40faadc22320d6ac6e106fb8d904394c'],"3076f330d121489aa50964ce54a3b1ac","276",3,3,6
"GIRL","MR. SCROOGE",1.0,"The girl shows Mr. Scrooge upstairs to the dining room at Fred's house",['aacc244b408aedd1b59271b08a207bf8'],"c8e5d3afdcb54c8589e280f0c4a87417","277",3,5,8
"MATERN","CHILDREN",8.0,"""The matron is the mother of the children, creating a lively and tumultuous atmosphere in the room""",['40faadc22320d6ac6e106fb8d904394c'],"f3d30627e19245649e497ab49bf0fa30","278",3,5,8
"MATERN","WINTER FIRE",1.0,"The winter fire provides comfort to the matron and her children in the room",['40faadc22320d6ac6e106fb8d904394c'],"e3f1098c3d984bc7b5f30b9c0101f7a6","279",3,1,4
"CHILDREN","MOTHER",5.0,"The mother is anxiously waiting for someone while her children play",['5e7ec9ebf31abc571127892d260fbe42'],"24b4a5f4db67418cbfa08c5316f0ab51","280",5,1,6
"CHILDREN","TINY TIM",9.0,"The children are Tiny Tim's siblings",['31162003185eeb0ce0f4b4f2031e01c7'],"e4b707e3e6964197855b82fc66ef59e7","281",5,16,21
"SPIRIT","CHRISTMAS DAY",1.0,"The Spirit restores good humor among people on Christmas Day by sprinkling incense from its torch",['2c2dc4d6383dc21e5c198e42cbb99426'],"109b8be5a8ee4180a1465cd23f019d7b","282",18,9,27
"SPIRIT","MOOR",6.0,"The Spirit takes Scrooge to a moor where miners live",['cfc969724972c8e235a12683cada1e5e'],"49f771e31a0c4b35bc39e389f3623509","283",18,4,22
"SPIRIT","LIGHTHOUSE",6.0,"The Spirit takes Scrooge to a lighthouse where two men are celebrating Christmas",['cfc969724972c8e235a12683cada1e5e'],"aa946d4379694a74ba0da37e69d2810a","284",18,2,20
"SPIRIT","SHIP",1.0,"The Spirit takes Scrooge to a ship where the crew is celebrating Christmas",['cfc969724972c8e235a12683cada1e5e'],"268446fc52a54fd2837f73aeb3e0b74f","285",18,4,22
"SPIRIT","LAMPLIGHTER",5.0,"The lamplighter laughs as the Spirit passes",['cfc969724972c8e235a12683cada1e5e'],"f6ddfa8491ff40d2839bb5b2e105df22","286",18,1,19
"SPIRIT","ALMSHOUSE",6.0,"The Spirit and Scrooge visit an almshouse where they observe scenes of poverty and hope",['c5d03b00e276c74a61703fc395d9986e'],"db1295504da645b69d9786d54f233fed","287",18,2,20
"SPIRIT","HOSPITAL",6.0,"The Spirit and Scrooge visit a hospital where they observe scenes of illness and cheerfulness",['c5d03b00e276c74a61703fc395d9986e'],"6ff4ed0dda4f4158af37be99f505565f","288",18,2,20
"SPIRIT","GAOL",1.0,"The Spirit and Scrooge visit a gaol where they observe scenes of misery and hope",['c5d03b00e276c74a61703fc395d9986e'],"5d398b88ee4242a59c32feb188683ec3","289",18,2,20
"SPIRIT","IGNORANCE",8.0,"Ignorance is a boy shown to Scrooge by the Spirit",['45b24611b322e5db19f24f40131624e6'],"0a784e00c9464bd3aeb830b908f73170","290",18,2,20
"SPIRIT","WANT",8.0,"Want is a girl shown to Scrooge by the Spirit",['45b24611b322e5db19f24f40131624e6'],"b0966a0f455e44229e6c9705d57bfca9","291",18,2,20
"SPIRIT","DEATH",7.0,"The Spirit is guiding Scrooge to observe the event of the man's death",['5e7ec9ebf31abc571127892d260fbe42'],"99761e9b89cc4060be3ed6b34532e7ff","292",18,5,23
"SPIRIT","HOUSE",6.0,"The Spirit is inside the house where the dead man lies",['5e7ec9ebf31abc571127892d260fbe42'],"8130a1a82bde46048952cf147690e630","293",18,5,23
"SPIRIT","ROOM",6.0,"The Spirit is inside the room where the dead man lies",['5e7ec9ebf31abc571127892d260fbe42'],"79c99026b7ef4946b9b8e0be841fd4c5","294",18,5,23
"MAN LADEN WITH CHRISTMAS TOYS AND PRESENTS","FATHER",6.0,"The father is accompanied by the man laden with Christmas toys and presents",['ae4387f9ec8ef5335c4fbf6fd3f7d9b4'],"fdcb1673254842f1935f53d0c38c467e","295",2,3,5
"POULTERERS' SHOPS","CITY STREETS",6.0,"The poulterers' shops are located in the city streets",['e92f3fa91714308781a63c896cfeb313'],"dcb3f4cc8abc46faabc193d9885e91d0","296",2,5,7
"FRUITERERS' SHOPS","CITY STREETS",6.0,"The fruiterers' shops are located in the city streets",['e92f3fa91714308781a63c896cfeb313'],"3295be59128d451bb720c6688adc1e0b","297",2,5,7
"GROCERS' SHOPS","CITY STREETS",6.0,"The grocers' shops are located in the city streets",['e92f3fa91714308781a63c896cfeb313'],"aca3eb8924ac494486fe0bfe892f7f2e","298",2,5,7
"CHRISTMAS DAY","BOB CRATCHIT'S DWELLING",7.0,"Bob Cratchit's dwelling is blessed by the Ghost of Christmas Present on Christmas Day",['2c2dc4d6383dc21e5c198e42cbb99426'],"66689accdd974295b7eb779e43578748","299",9,5,14
"CHRISTMAS DAY","BAKER'S SHOPS",6.0,"People carry their dinners to the baker's shops on Christmas Day",['2c2dc4d6383dc21e5c198e42cbb99426'],"6b49c78aa1524609ab7aa74aeaa3e01d","300",9,2,11
"CHRISTMAS DAY","SUBURBS OF THE TOWN",1.0,"The Ghost of Christmas Present and Scrooge visit the suburbs of the town on Christmas Day",['2c2dc4d6383dc21e5c198e42cbb99426'],"7ff31ce54f424f0bbb297b0b3ba7c757","301",9,2,11
"CHRISTMAS DAY","CRATCHIT'S DWELLING",2.0,"The Cratchit family celebrates Christmas Day in their dwelling",['5c23d6ea344fb1e7d1da42af94e77372'],"bac51e00d486420c8e91e824d8e17411","302",9,1,10
"CHRISTMAS DAY","TINY TIM",6.0,"Tiny Tim participates in the Christmas Day toast",['d4e73f42abc059b1a9108741c4d88216'],"4adee3aad6524a4aa4c4711c1ee05e64","303",9,16,25
"TINY TIM","MASTER PETER",8.0,"Tiny Tim and Master Peter are siblings",['49d69adfdaf6f3f17e1e03fc4c6f561f'],"d034e4fd8ac849278e658daad1a1f033","304",16,6,22
"TINY TIM","MISS BELINDA",8.0,"Tiny Tim and Miss Belinda are siblings",['49d69adfdaf6f3f17e1e03fc4c6f561f'],"091e998370dd42d1b05ab0fcf6595a7e","305",16,6,22
"TINY TIM","MARTHA",1.0,"Tiny Tim and Martha are siblings",['49d69adfdaf6f3f17e1e03fc4c6f561f'],"1e6cabc18fab4c048281fd29d3044438","306",16,6,22
"TINY TIM","CRATCHIT FAMILY",9.0,"Tiny Tim is a member of the Cratchit family",['49d69adfdaf6f3f17e1e03fc4c6f561f'],"dc08f6d7398b4b798a3bdccf508a2ad4","307",16,6,22
"TINY TIM","FUTURE",8.0,"The Ghost mentions that Tiny Tim's fate is uncertain in the Future",['d4e73f42abc059b1a9108741c4d88216'],"1c7fd5af8d8041e186eae2431fc627cd","308",16,3,19
"TINY TIM","PETER",8.0,"Tiny Tim is Peter's brother",['31162003185eeb0ce0f4b4f2031e01c7'],"b16eda56dcec40f2b3e109fb9246bee3","309",16,6,22
"TINY TIM","BOB",16.0,"Bob speaks fondly of Tiny Tim and remembers him",['db82f001863c7ecf263a682718181aba'],"43c68f9a86654a32a2215e23957ed184","310",16,3,19
"MASTER PETER","CRATCHIT FAMILY",9.0,"Master Peter is a member of the Cratchit family",['49d69adfdaf6f3f17e1e03fc4c6f561f'],"1ba06fe2e86140a59bbc4f4e969d0f71","311",6,6,12
"MASTER PETER","MISS BELINDA",8.0,"Master Peter and Miss Belinda are siblings",['49d69adfdaf6f3f17e1e03fc4c6f561f'],"36caa0a230c8422c8acb4dc62e35bb32","312",6,6,12
"MASTER PETER","MARTHA",8.0,"Master Peter and Martha are siblings",['49d69adfdaf6f3f17e1e03fc4c6f561f'],"09940fed9d154504948bba2df1789a50","313",6,6,12
"MISS BELINDA","CRATCHIT FAMILY",9.0,"Miss Belinda is a member of the Cratchit family",['49d69adfdaf6f3f17e1e03fc4c6f561f'],"4d6608557eed49368a6d09c7c5c664c5","314",6,6,12
"MISS BELINDA","MARTHA",8.0,"Miss Belinda and Martha are siblings",['49d69adfdaf6f3f17e1e03fc4c6f561f'],"eb7c93eeb9dc41aab57d29e97ebb4951","315",6,6,12
"MARTHA","CRATCHIT FAMILY",9.0,"Martha is a member of the Cratchit family",['49d69adfdaf6f3f17e1e03fc4c6f561f'],"3b6e2ac584b64847b53828c9d779fed3","316",6,6,12
"MOOR","MINERS",7.0,"Miners live and labor in the bowels of the earth on the moor",['cfc969724972c8e235a12683cada1e5e'],"e9b68002e035447baae848208cea5503","317",4,1,5
"MOOR","OLD MAN",6.0,"The old man is singing a Christmas song to his family on the moor",['cfc969724972c8e235a12683cada1e5e'],"fe18353546824ca98294ce4be7b96e02","318",4,1,5
"MOOR","OLD WOMAN",6.0,"The old woman is part of the cheerful company assembled around the fire on the moor",['cfc969724972c8e235a12683cada1e5e'],"0e9740e25f5a460c81318336e00ac880","319",4,1,5
"LIGHTHOUSE","TWO MEN",7.0,"Two men watch the light in the lighthouse and celebrate Christmas together",['cfc969724972c8e235a12683cada1e5e'],"b7cd9a62710849778fdadced0d754687","320",2,1,3
"SHIP","HELMAN",6.0,"The helmsman is at the wheel of the ship celebrating Christmas",['cfc969724972c8e235a12683cada1e5e'],"432a6b4962544200949421a96a405142","321",4,1,5
"SHIP","LOOK-OUT",6.0,"The look-out is in the bow of the ship celebrating Christmas",['cfc969724972c8e235a12683cada1e5e'],"d6700b360ac141d282cdb567414bf4ce","322",4,1,5
"SHIP","OFFICERS",1.0,"The officers had the watch on the ship celebrating Christmas",['cfc969724972c8e235a12683cada1e5e'],"c1b40a4039b44061a358e098867f7412","323",4,1,5
"SCROOGE'S NIECE","SCROOGE'S NIECE'S SISTERS",5.0,"Scrooge's niece and her sisters express the same opinion about Scrooge",['82c0a321727c344d224f3b8eecb7414f'],"4643a7a319674adfb732b6f6122c7c64","324",6,2,8
"SCROOGE'S NIECE","SCROOGE'S NIECE'S SISTER",5.0,"Scrooge's niece and her sister participate in the conversation and express opinions about Scrooge",['82c0a321727c344d224f3b8eecb7414f'],"46e8056fb2ec4811ab33cb34a0dc9fb3","325",6,4,10
"SCROOGE'S NIECE","SCROOGE'S NIECE'S SISTER WITH THE ROSES",5.0,"Scrooge's niece and her sister with the roses participate in the conversation and express opinions about Scrooge",['82c0a321727c344d224f3b8eecb7414f'],"8b57a9f43a1942a49b58cf881835f974","326",6,4,10
"SCROOGE'S NIECE","TOPPER",4.0,"Scrooge's niece interacts with Topper during the conversation",['82c0a321727c344d224f3b8eecb7414f'],"f78b01b0d93948c283644ec58f7be74a","327",6,5,11
"TOPPER","SCROOGE'S NIECE'S SISTER",12.0,"Topper has his eye on Scrooge's niece's sister and comments on the situationTopper has his eye on one of Scrooge's niece's sisters and comments on the situation",['82c0a321727c344d224f3b8eecb7414f'],"8dbe8f9867e4448f998416c18923eac4","328",5,4,9
"TOPPER","SCROOGE'S NIECE'S SISTER WITH THE ROSES",1.0,"Topper interacts with Scrooge's niece's sister with the roses during the conversation",['82c0a321727c344d224f3b8eecb7414f'],"fe8ea8bf1395434393e04e8f7a33025f","329",5,4,9
"TOPPER","PLUMP SISTER",12.0,"Topper often pursues the plump sister during the game of blind man's-buff",['e1c29aeda4d9b63f6e9026ca40c75eef'],"7d58b089bfc549e8951e91ad62541119","330",5,2,7
"SCROOGE'S NIECE'S SISTER","SCROOGE'S NIECE'S SISTER WITH THE ROSES",4.0,"Both are sisters of Scrooge's niece and are part of the conversation",['82c0a321727c344d224f3b8eecb7414f'],"1fa6d3118bd846c8837b5fa9fb78f262","331",4,4,8
"PHANTOM","CHRISTMAS YET TO COME",9.0,"The Phantom represents the event of Christmas Yet to Come",['45b24611b322e5db19f24f40131624e6'],"62c65bbae33c4ee9a21b61f6f454c4b4","332",8,2,10
"PHANTOM","CHANGE",6.0,"The Phantom leads Scrooge to Change where merchants gather",['4148da19c3e2b758b5e76aaf8a87d55f'],"30b7034c4468473f98ee18d00ee73b33","333",8,2,10
"PHANTOM","STREET",6.0,"The Phantom guides Scrooge into a street to observe more conversations",['4148da19c3e2b758b5e76aaf8a87d55f'],"00f78b85e5b84999a810e311e540037b","334",8,2,10
"PHANTOM","OBSCURE PART OF THE TOWN",6.0,"The Phantom leads Scrooge to an obscure part of the town",['4148da19c3e2b758b5e76aaf8a87d55f'],"3e460d9f011d4b0b9ccaae7b6a5202de","335",8,2,10
"PHANTOM","TOWN",7.0,"The Phantom guides Scrooge to an obscure part of the town",['41d84d1d139c9c96c200cd2e537dcd0e'],"9d98dece22eb401aa1a5ce9c88c603f0","336",8,2,10
"PHANTOM","SHOP",7.0,"The Phantom guides Scrooge to Old Joe's shop",['41d84d1d139c9c96c200cd2e537dcd0e'],"81446ea789b24eaf9eab02dc07c3d984","337",8,4,12
"OLD JOE","LAUNDRESS",6.0,"The laundress brings a bundle to Old Joe's shop",['41d84d1d139c9c96c200cd2e537dcd0e'],"79f4b1c1b2be4cf7aa828846e20a4eb6","338",8,3,11
"OLD JOE","UNDERTAKER'S MAN",6.0,"The undertaker's man enters Old Joe's shop",['41d84d1d139c9c96c200cd2e537dcd0e'],"de04830d6e414fd5b39a9e90769d9452","339",8,3,11
"OLD JOE","PARLOUR",6.0,"""Old Joe invites Mrs. Dilber, the laundress, and the undertaker's man into the parlour""",['41d84d1d139c9c96c200cd2e537dcd0e'],"69db426b97714835bf4937180774787a","340",8,2,10
"OLD JOE","INFAMOUS RESORT",6.0,"Old Joe's shop is located in an infamous resort",['41d84d1d139c9c96c200cd2e537dcd0e'],"9c7bc862339d4a5bb21ee5154d9b33bb","341",8,2,10
"OLD JOE","WOMAN",7.0,"The woman brings items to Old Joe for appraisal and sale",['a50b8481d67f48139b84139edc701a3c'],"17bad53a0ebe4569839e5e151ff78593","342",8,3,11
"OLD JOE","UNHAPPY MAN",6.0,"Old Joe appraises and buys items that belonged to the unhappy man",['a50b8481d67f48139b84139edc701a3c'],"53d98f08e7c74158b7318357b6c660b3","343",8,4,12
"LAUNDRESS","UNDERTAKER'S MAN",1.0,"The laundress and the undertaker's man meet at Old Joe's shop",['41d84d1d139c9c96c200cd2e537dcd0e'],"cd601f77419c403889aadeee591915b5","344",3,3,6
"SHOP","INFAMOUS RESORT",6.0,"The shop is located in an infamous resort",['41d84d1d139c9c96c200cd2e537dcd0e'],"0f564ebd53e940fba9d16674ac7bc038","345",4,2,6
"SHOP","PARLOUR",1.0,"The parlour is a part of Old Joe's shop",['41d84d1d139c9c96c200cd2e537dcd0e'],"7deb75816e4f473480e0c79ae99b5bf4","346",4,2,6
"UNHAPPY MAN","WOMAN",6.0,"The woman took items from the unhappy man's belongings",['a50b8481d67f48139b84139edc701a3c'],"7f85b181f1184f77aeb3ea2155cf4027","347",4,3,7
"CAROLINE'S HUSBAND","DEAD MAN",6.0,"Caroline's husband brings the news of the dead man's death",['5e7ec9ebf31abc571127892d260fbe42'],"d148b2b2033048618f1a090a492a40a5","348",2,3,5
"DEATH","HOUSE",5.0,"The event of the man's death takes place inside the house",['5e7ec9ebf31abc571127892d260fbe42'],"4d839a10353e4144a26563b0966721d5","349",5,5,10
"DEATH","ROOM",5.0,"The event of the man's death takes place inside the room",['5e7ec9ebf31abc571127892d260fbe42'],"521a862bb196488389f17c0b0f4b6f4d","350",5,5,10
"HOUSE","ROOM",5.0,"The room is a part of the house where the dead man lies",['5e7ec9ebf31abc571127892d260fbe42'],"22ea3328fb6343f4ad2862495ea27640","351",5,5,10
"PETER","BOOK",7.0,"Peter is reading a book when Scrooge and the Ghost visit",['31162003185eeb0ce0f4b4f2031e01c7'],"3f9a2a2c1c0a424e8b4980ea9d48bdbe","352",6,1,7
"PETER","BOB",12.0,"Bob mentions that Peter might get a better situation",['db82f001863c7ecf263a682718181aba'],"aa2ec452728a4703ae1bdabe85b6c079","353",6,3,9
"MR. SCROOGE","NIECE BY MARRIAGE",5.0,"Mr. Scrooge surprises his niece by marriage with his arrival at the dinner party",['aacc244b408aedd1b59271b08a207bf8'],"c5ddb31e0a9c4b2683e4631283dd505b","354",5,1,6
"PROJECT GUTENBERG LITERARY ARCHIVE FOUNDATION","PROJECT GUTENBERG™ TRADEMARK OWNER",7.0,"The trademark owner donates royalties to the Project Gutenberg Literary Archive Foundation",['1be1132bc37156f3c13686fb1aba8d65'],"07d8eeb549044ac88d2e788c146a0ef1","355",6,1,7
"PROJECT GUTENBERG LITERARY ARCHIVE FOUNDATION","SALT LAKE CITY",1.0,"Salt Lake City is the location of the business office of the Project Gutenberg Literary Archive Foundation",['2a1c4af9f9c41823c64e689c2b4b45e9'],"47df2815030c4f1c99facd5cf2482526","356",6,1,7
"PROJECT GUTENBERG LITERARY ARCHIVE FOUNDATION","MISSISSIPPI",7.0,"The Project Gutenberg Literary Archive Foundation is organized under the laws of the state of Mississippi",['2a1c4af9f9c41823c64e689c2b4b45e9'],"ae521508bdc244f99c4fce4ab5214c79","357",6,1,7
"PROJECT GUTENBERG LITERARY ARCHIVE FOUNDATION","INTERNAL REVENUE SERVICE",6.0,"The Internal Revenue Service granted tax-exempt status to the Project Gutenberg Literary Archive Foundation",['2a1c4af9f9c41823c64e689c2b4b45e9'],"6315b4bf135c40358823ed7e4e4060e2","358",6,1,7
